highest_layer,transport_layer,src_ip,dst_ip,src_port,dst_port,ip_flag,packet_length,transport_flag,time,timestamp,geo_country,data,type,code,checksum
DATA,UDP,::212:7407:7:707,::1,1884,1884,-1,65,-1,2021-06-14 23:05:18.521000,1623711918521,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:7407:7:707,1884,1884,-1,62,-1,2021-06-14 23:05:18.559000,1623711918559,Unknown,,-1,-1,-1
DATA,UDP,::212:7407:7:707,::1,1884,1884,-1,78,-1,2021-06-14 23:05:18.597000,1623711918597,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:7407:7:707,1884,1884,-1,62,-1,2021-06-14 23:05:18.598000,1623711918598,Unknown,,-1,-1,-1
DATA,UDP,::212:7407:7:707,::1,1884,1884,-1,58,-1,2021-06-14 23:05:18.599000,1623711918599,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:7407:7:707,1884,1884,-1,63,-1,2021-06-14 23:05:18.599000,1623711918599,Unknown,,-1,-1,-1
DATA,UDP,::212:7408:8:808,::1,1884,1884,-1,69,-1,2021-06-14 23:05:18.697000,1623711918697,Unknown,,-1,-1,-1
DATA,UDP,aaaa::1,aaaa::212:7408:8:808,1884,1884,-1,82,-1,2021-06-14 23:05:18.780000,1623711918780,Unknown,,-1,-1,-1
ICMP,NONE,fe80::212:7415:15:1515,fe80::212:7401:1:101,-1,-1,-1,76,-1,2021-06-14 23:05:18.781000,1623711918781,Unknown,,155,DAO,1
DATA,UDP,::212:7407:7:707,::1,1884,1884,-1,69,-1,2021-06-14 23:05:18.781000,1623711918781,Unknown,,-1,-1,-1
DATA,UDP,aaaa::1,aaaa::212:7407:7:707,1884,1884,-1,82,-1,2021-06-14 23:05:18.812000,1623711918812,Unknown,,-1,-1,-1
DATA,UDP,::212:7403:3:303,::1,1884,1884,-1,69,-1,2021-06-14 23:05:18.904000,1623711918904,Unknown,,-1,-1,-1
DATA,UDP,aaaa::1,aaaa::212:7403:3:303,1884,1884,-1,82,-1,2021-06-14 23:05:18.905000,1623711918905,Unknown,,-1,-1,-1
ICMP,NONE,fe80::212:7403:3:303,fe80::212:7401:1:101,-1,-1,-1,76,-1,2021-06-14 23:05:18.940000,1623711918940,Unknown,,155,DAO,1
ICMP,NONE,fe80::212:7407:7:707,fe80::212:7401:1:101,-1,-1,-1,76,-1,2021-06-14 23:05:18.968000,1623711918968,Unknown,,155,DAO,1
ICMP,NONE,fe80::212:740b:b:b0b,fe80::212:7401:1:101,-1,-1,-1,76,-1,2021-06-14 23:05:19.011000,1623711919011,Unknown,,155,DAO,1
ICMP,NONE,fe80::212:7408:8:808,fe80::212:7401:1:101,-1,-1,-1,76,-1,2021-06-14 23:05:19.128000,1623711919128,Unknown,,155,DAO,1
DATA,UDP,::212:740b:b:b0b,::1,1884,1884,-1,73,-1,2021-06-14 23:05:19.328000,1623711919328,Unknown,,-1,-1,-1
DATA,UDP,aaaa::1,aaaa::212:740b:b:b0b,1884,1884,-1,83,-1,2021-06-14 23:05:19.400000,1623711919400,Unknown,,-1,-1,-1
DATA,UDP,::212:740b:b:b0b,::1,1884,1884,-1,65,-1,2021-06-14 23:05:19.401000,1623711919401,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:740b:b:b0b,1884,1884,-1,62,-1,2021-06-14 23:05:19.427000,1623711919427,Unknown,,-1,-1,-1
DATA,UDP,::212:740b:b:b0b,::1,1884,1884,-1,65,-1,2021-06-14 23:05:19.428000,1623711919428,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:740b:b:b0b,1884,1884,-1,62,-1,2021-06-14 23:05:19.507000,1623711919507,Unknown,,-1,-1,-1
DATA,UDP,::212:740b:b:b0b,::1,1884,1884,-1,65,-1,2021-06-14 23:05:19.508000,1623711919508,Unknown,,-1,-1,-1
DATA,UDP,::212:7415:15:1515,::1,1884,1884,-1,73,-1,2021-06-14 23:05:19.556000,1623711919556,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:740b:b:b0b,1884,1884,-1,62,-1,2021-06-14 23:05:19.556000,1623711919556,Unknown,,-1,-1,-1
DATA,UDP,::212:740b:b:b0b,::1,1884,1884,-1,65,-1,2021-06-14 23:05:19.597000,1623711919597,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:740b:b:b0b,1884,1884,-1,62,-1,2021-06-14 23:05:19.598000,1623711919598,Unknown,,-1,-1,-1
DATA,UDP,::212:7408:8:808,::1,1884,1884,-1,69,-1,2021-06-14 23:05:19.598000,1623711919598,Unknown,,-1,-1,-1
DATA,UDP,::212:740b:b:b0b,::1,1884,1884,-1,65,-1,2021-06-14 23:05:19.599000,1623711919599,Unknown,,-1,-1,-1
DATA,UDP,aaaa::1,aaaa::212:7408:8:808,1884,1884,-1,82,-1,2021-06-14 23:05:19.636000,1623711919636,Unknown,,-1,-1,-1
DATA,UDP,aaaa::1,aaaa::212:7415:15:1515,1884,1884,-1,83,-1,2021-06-14 23:05:19.637000,1623711919637,Unknown,,-1,-1,-1
DATA,UDP,::212:7415:15:1515,::1,1884,1884,-1,65,-1,2021-06-14 23:05:19.638000,1623711919638,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:740b:b:b0b,1884,1884,-1,62,-1,2021-06-14 23:05:19.690000,1623711919690,Unknown,,-1,-1,-1
DATA,UDP,::212:740b:b:b0b,::1,1884,1884,-1,65,-1,2021-06-14 23:05:19.690000,1623711919690,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:740b:b:b0b,1884,1884,-1,62,-1,2021-06-14 23:05:19.747000,1623711919747,Unknown,,-1,-1,-1
DATA,UDP,::212:740b:b:b0b,::1,1884,1884,-1,78,-1,2021-06-14 23:05:19.748000,1623711919748,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:7415:15:1515,1884,1884,-1,62,-1,2021-06-14 23:05:19.749000,1623711919749,Unknown,,-1,-1,-1
DATA,UDP,::212:7415:15:1515,::1,1884,1884,-1,65,-1,2021-06-14 23:05:19.749000,1623711919749,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:740b:b:b0b,1884,1884,-1,62,-1,2021-06-14 23:05:19.790000,1623711919790,Unknown,,-1,-1,-1
DATA,UDP,::212:740b:b:b0b,::1,1884,1884,-1,58,-1,2021-06-14 23:05:19.790000,1623711919790,Unknown,,-1,-1,-1
DATA,UDP,::1,::212:740b:b:b0b,1884,1884,-1,63,-1,2021-06-14 23:05:19.791000,1623711919791,Unknown,,-1,-1,-1
DATA,UDP,::212:7407:7:707,::1,1884,1884,-1,69,-1,2021-06-14 23:05:19.791000,1623711919791,Unknown,,-1,-1,-1
DATA,UDP,aaaa::1,aaaa::212:7407:7:707,1884,1884,-1,82,-1,2021-06-14 23:05:19.830000,1623711919830,Unknown,,-1,-1,-1
